movieId,title,year,genres,director,cast,overview,poster
195979,All the Money in the World,2017,"Thriller,Drama,Crime,History",Ridley Scott,Michelle Williams Mark Wahlberg Christopher Plummer Charlie Plummer Romain Duris,The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.,https://image.tmdb.org/t/p/w500/q6nE9Hf0ezszjI4DbCxwzQ73MMy.jpg
195980,Molly's Game,2017,"Drama,Crime",Aaron Sorkin,Jessica Chastain Idris Elba Kevin Costner Michael Cera Jeremy Strong,"Molly Bloom, a young skier and former Olympic hopeful becomes a successful entrepreneur (and a target of an FBI investigation) when she establishes a high-stakes, international poker game.",https://image.tmdb.org/t/p/w500/zrGQwKNmAz5awZI2V1k5M4eTTTN.jpg
195981,Phantom Thread,2017,"Drama,Romance",Paul Thomas Anderson,Daniel Day-Lewis Vicky Krieps Lesley Manville Camilla Rutherford Gina McKee,"In 1950s London, a renowned dressmaker's meticulous lifestyle begins drastically changing as his relationship with his young muse intensifies.",https://image.tmdb.org/t/p/w500/hgoWjp9Sh0MI97eAMZCnIoVfgvq.jpg
195982,The Forest,2016,"Horror,Thriller,Mystery",Jason Zada,Natalie Dormer Eoin Macken Stephanie Vogt Osamu Tanpopo Yasuo Tobishima,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",https://image.tmdb.org/t/p/w500/1TohqCqMbaiuRLJPrPW0vnQP3lE.jpg
195983,Anesthesia,2016,"Drama,Thriller",Tim Blake Nelson,Glenn Close K. Todd Freeman Jessica Hecht Gretchen Mol Tim Blake Nelson,Multiple lives intersect in the aftermath of the violent mugging of a Columbia University philosophy professor.,https://image.tmdb.org/t/p/w500/ydJYMqO7hk8jL9dMt2W0FjWO0M2.jpg
195984,Lamb,2009,Drama,Thomas Chou,Vanness Wu Josie Ho Chie Tanaka Alison Jean Lester,"The film tells the story of a futuristic inhabited planet that has seemingly perfected a system of justice and imprisonment, called “Lamination”. Individuals convicted of serious crimes are encased in laminated suits, which results in virtual slavery. The criminals are referred to as “LaMBs”. The protagonists struggle with the political and ethical system of laminated imprisonment, leading to the eventual development of a romantic relationship between a free citizen and a LaMB.  LaMB is an animated film produced by Animax.  The film has been developed into four different episodes for Mobile and PSP users.",https://image.tmdb.org/t/p/w500/5kzxgWFKnp1K6J7IcaGbykFslBH.jpg
195985,Ride Along 2,2016,"Action,Comedy",Tim Story,Kevin Hart Ice Cube Olivia Munn Tika Sumpter Ken Jeong,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.",https://image.tmdb.org/t/p/w500/qKvVUHdiwqkXdlRsW4fHO7SAZef.jpg
195986,13 Hours: The Secret Soldiers of Benghazi,2016,"War,Action,History,Drama",Michael Bay,John Krasinski James Badge Dale Dominic Fumusa Max Martini Pablo Schreiber,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,https://image.tmdb.org/t/p/w500/fZlAxZMo6BId1SiqyjLmkd7oUB7.jpg
195987,Norm of the North,2016,"Adventure,Animation,Comedy,Family",Trevor Wall,Rob Schneider Heather Graham Maya Kay Ken Jeong Bill Nighy,"Polar bear Norm and his three Arctic lemming buddies are forced out into the world once their icy home begins melting and breaking apart. Landing in New York, Norm begins life anew as a performing corporate mascot, only to discover that his new employers are directly responsible for the destruction of his polar home.",https://image.tmdb.org/t/p/w500/ouaoVSV7aOSWTNnQ9iDA1jw0pgg.jpg
195988,The Benefactor,2015,Drama,Andrew Renzi,Richard Gere Dakota Fanning Theo James Dylan Baker Cheryl Hines,"A newly married couple are forced to navigate the all-consuming interest of a powerful, mysterious, and possessive philanthropist.",https://image.tmdb.org/t/p/w500/uL0fCJuT0ERaKVM8ftduLlhObaM.jpg
195989,Dirty Grandpa,2016,Comedy,Dan Mazer,Robert De Niro Zac Efron Aubrey Plaza Zoey Deutch Julianne Hough,"Jason Kelly is one week away from marrying his boss's uber-controlling daughter, putting him on the fast track for a partnership at the law firm. However, when the straight-laced Jason is tricked into driving his foul-mouthed grandfather, Dick, to Daytona for spring break, his pending nuptials are suddenly in jeopardy. Between riotous frat parties, bar fights, and an epic night of karaoke, Dick is on a quest to live his life to the fullest and bring Jason along for the ride.",https://image.tmdb.org/t/p/w500/k0Lz1TfSlbcQthQKYGwE7blDfwN.jpg
195990,The 5th Wave,2016,"Science Fiction,Adventure,Action",J Blakeson,Chloë Grace Moretz Nick Robinson Ron Livingston Maggie Siff Alex Roe,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,https://image.tmdb.org/t/p/w500/ja34BV577dtjWl2S5G1tB93IjYb.jpg
195991,The Boy,2025,"Horror,Thriller,Mystery",Michael Morris,Renée Zellweger Chiwetel Ejiofor Leo Woodall Hugh Grant Jim Broadbent,"Bridget Jones navigates life as a widow and single mum with the help of her family, friends, and former lover, Daniel. Back to work and on the apps, she's pursued by a younger man and maybe – just maybe – her son's science teacher.",https://image.tmdb.org/t/p/w500/e5VR3nhLYG60znxaqU84wv4VSCb.jpg
195992,Synchronicity,2015,"Thriller,Mystery,Science Fiction",Jacob Gentry,Chad McKnight Brianne Davis AJ Bowen Scott Poythress Michael Ironside,"A daring physicist travels into the past to stop a mysterious woman from stealing his invention. But once there, he uncovers a surprising truth about the machine, the woman, and his own fractured reality.",https://image.tmdb.org/t/p/w500/wGHoYDswvx96PVF43qFErVAnQHS.jpg
195993,Kung Fu Panda 3,2016,"Action,Adventure,Animation,Comedy,Family",Jennifer Yuh Nelson,Jack Black Bryan Cranston Dustin Hoffman Angelina Jolie J.K. Simmons,"While Po and his father are visiting a secret panda village, an evil spirit threatens all of China, forcing Po to form a ragtag army to fight back.",https://image.tmdb.org/t/p/w500/oajNi4Su39WAByHI6EONu8G8HYn.jpg
195994,The Finest Hours,2016,"Action,Drama,History,Thriller",Craig Gillespie,Chris Pine Casey Affleck Ben Foster Eric Bana Holliday Grainger,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,https://image.tmdb.org/t/p/w500/6UG91TJ4DKI6FGdqXZfDBeRZHX8.jpg
195995,Fifty Shades of Black,2016,"Romance,Comedy",Michael Tiddes,Marlon Wayans Kali Hawk Fred Willard Mike Epps Affion Crockett,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,https://image.tmdb.org/t/p/w500/nkGhv7WMbyX7tL8CJkvMY3S2lW.jpg
195996,Jane Got a Gun,2015,"Western,Action,Drama",Gavin O'Connor,Natalie Portman Joel Edgerton Ewan McGregor Noah Emmerich Boyd Holbrook,"After her outlaw husband returns home shot with eight bullets and barely alive, Jane reluctantly reaches out to an ex-lover who she hasn't seen in over ten years to help her defend her farm when the time comes that her husband's gang eventually tracks him down to finish the job.",https://image.tmdb.org/t/p/w500/l5g8mqTWrudxBYXyB3B8cVSnxjp.jpg
195997,"Hail, Caesar!",2016,"Comedy,Drama,Mystery",Joel Coen,Josh Brolin George Clooney Alden Ehrenreich Ralph Fiennes Scarlett Johansson,"When a Hollywood star mysteriously disappears in the middle of filming, the studio sends their fixer to get him back.",https://image.tmdb.org/t/p/w500/ozY79UvbYvJUWFg2UCM1CDQ7rBl.jpg
195998,Pride and Prejudice and Zombies,2016,"Romance,Horror,Comedy,Thriller",Burr Steers,Lily James Sam Riley Jack Huston Bella Heathcote Douglas Booth,"A zombie outbreak has fallen upon the land in this reimagining of Jane Austen's classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet is a master of martial arts and weaponry and the handsome Mr. Darcy is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all.",https://image.tmdb.org/t/p/w500/jsJlOhVHiz1xXr36616EI8tJ4b2.jpg
195999,The Choice,2016,"Drama,Romance",Ross Katz,Benjamin Walker Teresa Palmer Maggie Grace Alexandra Daddario Tom Welling,Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.,https://image.tmdb.org/t/p/w500/6MF3cdAasnF17SG9bmeamQ066iJ.jpg
196000,Deadpool,2024,"Action,Adventure,Comedy",Shawn Levy,Ryan Reynolds Hugh Jackman Emma Corrin Matthew Macfadyen Dafne Keen,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",https://image.tmdb.org/t/p/w500/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg
196001,Zoolander 2,2016,"Comedy,Adventure,Action",Ben Stiller,Ben Stiller Owen Wilson Will Ferrell Penélope Cruz Kristen Wiig,Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.,https://image.tmdb.org/t/p/w500/n8AJzALlTPBwe9Tkv3tdxbiAr9i.jpg
196002,How to Be Single,2016,"Comedy,Romance",Christian Ditter,Dakota Johnson Rebel Wilson Leslie Mann Alison Brie Damon Wayans Jr.,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.",https://image.tmdb.org/t/p/w500/a4Ce3qHqIyHM3QfGsiVTAu3YADJ.jpg
196003,The Witch,2016,"Drama,Fantasy,Horror,Mystery",Robert Eggers,Anya Taylor-Joy Ralph Ineson Kate Dickie Harvey Scrimshaw Ellie Grainger,"In 1630, a farmer relocates his family to a remote plot of land on the edge of a forest where strange, unsettling things happen. With suspicion and paranoia mounting, each family member's faith, loyalty and love are tested in shocking ways.",https://image.tmdb.org/t/p/w500/zap5hpFCWSvdWSuPGAQyjUv2wAC.jpg
196004,Race,2008,"Drama,History",Paul W. S. Anderson,Jason Statham Joan Allen Ian McShane Tyrese Gibson Natalie Martinez,"Terminal Island, New York: 2020. Overcrowding in the US penal system has reached a breaking point. Prisons have been turned over to a monolithic Weyland Corporation, which sees jails full of thugs as an opportunity for televised sport. Adrenalized inmates, a global audience hungry for violence and a spectacular, enclosed arena come together to form the 'Death Race', the biggest, most brutal event.",https://image.tmdb.org/t/p/w500/5A79GeOb3uChQ0l0ZDjDyODKQp3.jpg
196005,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,"Action,Adventure,Drama",Yuen Woo-Ping,Donnie Yen Michelle Yeoh Jason Scott Lee Natasha Liu Bordizzo Harry Shum Jr.,"A story of lost love, young love, a legendary sword and one last opportunity at redemption.",https://image.tmdb.org/t/p/w500/te3aeAyhkfqgpa5BSTq3oNxGqQD.jpg
196006,Gods of Egypt,2016,"Action,Adventure,Fantasy",Alex Proyas,Nikolaj Coster-Waldau Brenton Thwaites Gerard Butler Chadwick Boseman Élodie Yung,A common thief joins a mythical god on a quest through Egypt.,https://image.tmdb.org/t/p/w500/hzH7fwaTyQNITLo40Hu3R7cVMqv.jpg
196007,Triple 9,2016,"Action,Crime,Adventure,Thriller",John Hillcoat,Casey Affleck Chiwetel Ejiofor Anthony Mackie Kate Winslet Woody Harrelson,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,https://image.tmdb.org/t/p/w500/q2kIq9yzEkOVhl1aeo0alJHtdfz.jpg
196008,Eddie the Eagle,2016,"Comedy,Drama,History,Adventure",Dexter Fletcher,Taron Egerton Hugh Jackman Christopher Walken Ania Sowinski Mads Sjøgård Pettersen,"The feel-good story of Michael 'Eddie' Edwards, an unlikely but courageous British ski-jumper who never stopped believing in himself—even as an entire nation was counting him out. With the help of a rebellious and charismatic coach, Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.",https://image.tmdb.org/t/p/w500/r562gvTRVHnDSvG7MrKHEECSn1V.jpg
196009,Zootopia,2025,"Animation,Adventure,Family,Comedy",Jared Bush,Ginnifer Goodwin Jason Bateman Ke Huy Quan Fortune Feimster Andy Samberg,"After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before.",https://image.tmdb.org/t/p/w500/oJ7g2CifqpStmoYQyaLQgEU32qO.jpg
196010,London Has Fallen,2016,"Action,Thriller",Babak Najafi,Gerard Butler Aaron Eckhart Angela Bassett Morgan Freeman Melissa Leo,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",https://image.tmdb.org/t/p/w500/iEbLkYzyiUdOKNK4WNBFyGH7r2Y.jpg
196011,Whiskey Tango Foxtrot,2016,"Comedy,Drama,War",Glenn Ficarra,Tina Fey Margot Robbie Billy Bob Thornton Martin Freeman Josh Charles,"Stuck in a rut, reporter Kim Baker decides to shake things up by leaving her desk job in New York and taking a dangerous assignment in Afghanistan. Far from home and completely out of her comfort zone, a culture-shocked Kim befriends an adventurous reporter Tanya Vanderpoel, a stern Colonel, and a charming photojournalist to help her navigate this crazy new world.",https://image.tmdb.org/t/p/w500/wAxhQsY63VY6eF3EilXTkX0YRoU.jpg
196012,The Other Side of the Door,2016,"Thriller,Horror",Johannes Roberts,Sarah Wayne Callies Jeremy Sisto Sofia Rosinsky Logan Creran Jax Malcolm,"Grieving over the loss of her son, a mother struggles with her feelings for her daughter and her husband. She seeks out a ritual that allows her say goodbye to her dead child, opening the veil between the world of the dead and the living. Her daughter becomes the focus of terror. She must now protect against the evil that was once her beloved son.",https://image.tmdb.org/t/p/w500/z5HubVaGLp1EXQbEXhg6hbEYee9.jpg
196013,Open Season: Scared Silly,2015,"Animation,Comedy,Family,Adventure",David Feiss,William Townsend Donny Lucas Melissa Sturm Garry Chalk Kathleen Barr,"The humans and animals believe a werewolf is on the loose, and former hunter Shaw uses the opportunity to re-open the season. Boog, Elliot, and Mr. Weenie have to face their fears and find the werewolf to get the season closed permanently.",https://image.tmdb.org/t/p/w500/tFD3HdVIXVbvVixIGhNmJBaqyAI.jpg
